puzzle_path,weight_mode,include_filled_edges,algorithm,solve_time_ms,decision_count,fiedler_value,trace_laplacian
/home/blake/m508/custompuzzles/Custom-0005.txt,inv_overlap,0,ForwardCheckingSolver,0.576633,49,0.0,162000307.999734
/home/blake/m508/custompuzzles/Custom-0005.txt,inv_overlap,0,AC3Solver,10.283299,49,0.0,162000307.999734
/home/blake/m508/custompuzzles/Custom-0006.txt,binary,1,BacktrackingSolver,0.47008,167,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0006.txt,binary,1,ForwardCheckingSolver,0.54293,48,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0006.txt,binary,1,AC3Solver,10.194509,48,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0006.txt,overlap,1,BacktrackingSolver,0.431795,167,0.0,50.4444444444444
/home/blake/m508/custompuzzles/Custom-0006.txt,overlap,1,ForwardCheckingSolver,0.532668,48,0.0,50.4444444444444
/home/blake/m508/custompuzzles/Custom-0006.txt,overlap,1,AC3Solver,8.858561,48,0.0,50.4444444444444
/home/blake/m508/custompuzzles/Custom-0006.txt,inv_overlap,1,BacktrackingSolver,0.446526,167,3765500.3911737,1258000316.66637
/home/blake/m508/custompuzzles/Custom-0006.txt,inv_overlap,1,ForwardCheckingSolver,0.816126,48,3765500.3911737,1258000316.66637
/home/blake/m508/custompuzzles/Custom-0006.txt,inv_overlap,1,AC3Solver,10.077984,48,3765500.3911737,1258000316.66637
/home/blake/m508/custompuzzles/Custom-0006.txt,binary,0,BacktrackingSolver,0.464795,167,0.0,546.0
/home/blake/m508/custompuzzles/Custom-0006.txt,binary,0,ForwardCheckingSolver,0.568229,48,0.0,546.0
/home/blake/m508/custompuzzles/Custom-0006.txt,binary,0,AC3Solver,9.229547,48,0.0,546.0
/home/blake/m508/custompuzzles/Custom-0006.txt,overlap,0,BacktrackingSolver,0.451832,167,0.0,50.4444444444444
/home/blake/m508/custompuzzles/Custom-0006.txt,overlap,0,ForwardCheckingSolver,0.541083,48,0.0,50.4444444444444
/home/blake/m508/custompuzzles/Custom-0006.txt,overlap,0,AC3Solver,9.207967,48,0.0,50.4444444444444
/home/blake/m508/custompuzzles/Custom-0006.txt,inv_overlap,0,BacktrackingSolver,0.46956,167,0.0,184000316.666372
/home/blake/m508/custompuzzles/Custom-0006.txt,inv_overlap,0,ForwardCheckingSolver,0.559194,48,0.0,184000316.666372
/home/blake/m508/custompuzzles/Custom-0006.txt,inv_overlap,0,AC3Solver,10.60469,48,0.0,184000316.666372
/home/blake/m508/custompuzzles/Custom-0007.txt,binary,1,BacktrackingSolver,0.442584,167,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0007.txt,binary,1,ForwardCheckingSolver,0.574044,47,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0007.txt,binary,1,AC3Solver,10.576975,47,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0007.txt,overlap,1,BacktrackingSolver,0.437964,167,0.0,48.4444444444444
/home/blake/m508/custompuzzles/Custom-0007.txt,overlap,1,ForwardCheckingSolver,0.781454,47,0.0,48.4444444444444
/home/blake/m508/custompuzzles/Custom-0007.txt,overlap,1,AC3Solver,10.054838,47,0.0,48.4444444444444
/home/blake/m508/custompuzzles/Custom-0007.txt,inv_overlap,1,BacktrackingSolver,0.452131,167,5435323.02207549,1290000280.99974
/home/blake/m508/custompuzzles/Custom-0007.txt,inv_overlap,1,ForwardCheckingSolver,0.790613,47,5435323.02207549,1290000280.99974
/home/blake/m508/custompuzzles/Custom-0007.txt,inv_overlap,1,AC3Solver,9.907769,47,5435323.02207549,1290000280.99974
/home/blake/m508/custompuzzles/Custom-0007.txt,binary,0,BacktrackingSolver,0.440697,167,0.0,524.0
/home/blake/m508/custompuzzles/Custom-0007.txt,binary,0,ForwardCheckingSolver,0.540733,47,0.0,524.0
/home/blake/m508/custompuzzles/Custom-0007.txt,binary,0,AC3Solver,9.579708,47,0.0,524.0
/home/blake/m508/custompuzzles/Custom-0007.txt,overlap,0,BacktrackingSolver,0.416354,167,0.0,48.4444444444444
/home/blake/m508/custompuzzles/Custom-0007.txt,overlap,0,ForwardCheckingSolver,0.557896,47,0.0,48.4444444444444
/home/blake/m508/custompuzzles/Custom-0007.txt,overlap,0,AC3Solver,9.486469,47,0.0,48.4444444444444
/home/blake/m508/custompuzzles/Custom-0007.txt,inv_overlap,0,BacktrackingSolver,0.442819,167,0.0,194000280.999742
/home/blake/m508/custompuzzles/Custom-0007.txt,inv_overlap,0,ForwardCheckingSolver,0.553457,47,0.0,194000280.999742
/home/blake/m508/custompuzzles/Custom-0007.txt,inv_overlap,0,AC3Solver,9.32607,47,0.0,194000280.999742
/home/blake/m508/custompuzzles/Custom-0008.txt,binary,1,BacktrackingSolver,0.495747,158,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0008.txt,binary,1,ForwardCheckingSolver,0.599771,46,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0008.txt,binary,1,AC3Solver,9.708616,46,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0008.txt,overlap,1,BacktrackingSolver,0.452812,158,0.0,47.3333333333333
/home/blake/m508/custompuzzles/Custom-0008.txt,overlap,1,ForwardCheckingSolver,0.754127,46,0.0,47.3333333333333
/home/blake/m508/custompuzzles/Custom-0008.txt,overlap,1,AC3Solver,8.864351,46,0.0,47.3333333333333
/home/blake/m508/custompuzzles/Custom-0008.txt,inv_overlap,1,BacktrackingSolver,0.45008,158,6254994.46691419,1300000269.66642
/home/blake/m508/custompuzzles/Custom-0008.txt,inv_overlap,1,ForwardCheckingSolver,0.884685,46,6254994.46691419,1300000269.66642
/home/blake/m508/custompuzzles/Custom-0008.txt,inv_overlap,1,AC3Solver,8.938749,46,6254994.46691419,1300000269.66642
/home/blake/m508/custompuzzles/Custom-0008.txt,binary,0,BacktrackingSolver,0.460696,158,0.0,500.0
/home/blake/m508/custompuzzles/Custom-0008.txt,binary,0,ForwardCheckingSolver,0.528128,46,0.0,500.0
/home/blake/m508/custompuzzles/Custom-0008.txt,binary,0,AC3Solver,8.971551,46,0.0,500.0
/home/blake/m508/custompuzzles/Custom-0008.txt,overlap,0,BacktrackingSolver,0.422652,158,0.0,47.3333333333333
/home/blake/m508/custompuzzles/Custom-0008.txt,overlap,0,ForwardCheckingSolver,0.559308,46,0.0,47.3333333333333
/home/blake/m508/custompuzzles/Custom-0008.txt,overlap,0,AC3Solver,9.30979,46,0.0,47.3333333333333
/home/blake/m508/custompuzzles/Custom-0008.txt,inv_overlap,0,BacktrackingSolver,0.470056,158,0.0,180000269.666421
/home/blake/m508/custompuzzles/Custom-0008.txt,inv_overlap,0,ForwardCheckingSolver,0.575304,46,0.0,180000269.666421
/home/blake/m508/custompuzzles/Custom-0008.txt,inv_overlap,0,AC3Solver,9.236322,46,0.0,180000269.666421
/home/blake/m508/custompuzzles/Custom-0009.txt,binary,1,BacktrackingSolver,0.470708,163,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0009.txt,binary,1,ForwardCheckingSolver,0.584869,46,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0009.txt,binary,1,AC3Solver,9.466867,46,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0009.txt,overlap,1,BacktrackingSolver,0.800386,163,0.0,47.3333333333333
/home/blake/m508/custompuzzles/Custom-0009.txt,overlap,1,ForwardCheckingSolver,0.703312,46,0.0,47.3333333333333
/home/blake/m508/custompuzzles/Custom-0009.txt,overlap,1,AC3Solver,8.817567,46,0.0,47.3333333333333
/home/blake/m508/custompuzzles/Custom-0009.txt,inv_overlap,1,BacktrackingSolver,0.446998,163,6512367.72869588,1318000243.99978
/home/blake/m508/custompuzzles/Custom-0009.txt,inv_overlap,1,ForwardCheckingSolver,1.179119,46,6512367.72869588,1318000243.99978
/home/blake/m508/custompuzzles/Custom-0009.txt,inv_overlap,1,AC3Solver,8.744281,46,6512367.72869588,1318000243.99978
/home/blake/m508/custompuzzles/Custom-0009.txt,binary,0,BacktrackingSolver,0.493954,163,0.0,494.0
/home/blake/m508/custompuzzles/Custom-0009.txt,binary,0,ForwardCheckingSolver,0.547196,46,0.0,494.0
/home/blake/m508/custompuzzles/Custom-0009.txt,binary,0,AC3Solver,9.600401,46,0.0,494.0
/home/blake/m508/custompuzzles/Custom-0009.txt,overlap,0,BacktrackingSolver,0.458759,163,0.0,47.3333333333333
/home/blake/m508/custompuzzles/Custom-0009.txt,overlap,0,ForwardCheckingSolver,0.605097,46,0.0,47.3333333333333
/home/blake/m508/custompuzzles/Custom-0009.txt,overlap,0,AC3Solver,9.036425,46,0.0,47.3333333333333
/home/blake/m508/custompuzzles/Custom-0009.txt,inv_overlap,0,BacktrackingSolver,0.449956,163,0.0,192000243.999784
/home/blake/m508/custompuzzles/Custom-0009.txt,inv_overlap,0,ForwardCheckingSolver,0.56949,46,0.0,192000243.999784
/home/blake/m508/custompuzzles/Custom-0009.txt,inv_overlap,0,AC3Solver,10.013006,46,0.0,192000243.999784
/home/blake/m508/custompuzzles/Custom-0010.txt,binary,1,BacktrackingSolver,0.472237,176,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0010.txt,binary,1,ForwardCheckingSolver,0.577578,48,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0010.txt,binary,1,AC3Solver,10.265912,48,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0010.txt,overlap,1,BacktrackingSolver,0.509711,176,0.0,50.2222222222222
/home/blake/m508/custompuzzles/Custom-0010.txt,overlap,1,ForwardCheckingSolver,0.85531,48,0.0,50.2222222222222
/home/blake/m508/custompuzzles/Custom-0010.txt,overlap,1,AC3Solver,9.398594,48,0.0,50.2222222222222
/home/blake/m508/custompuzzles/Custom-0010.txt,inv_overlap,1,BacktrackingSolver,0.478227,176,5621940.65911087,1264000310.66638
/home/blake/m508/custompuzzles/Custom-0010.txt,inv_overlap,1,ForwardCheckingSolver,0.884631,48,5621940.65911087,1264000310.66638
/home/blake/m508/custompuzzles/Custom-0010.txt,inv_overlap,1,AC3Solver,10.166878,48,5621940.65911087,1264000310.66638
/home/blake/m508/custompuzzles/Custom-0010.txt,binary,0,BacktrackingSolver,0.50287,176,0.0,542.0
/home/blake/m508/custompuzzles/Custom-0010.txt,binary,0,ForwardCheckingSolver,0.582331,48,0.0,542.0
/home/blake/m508/custompuzzles/Custom-0010.txt,binary,0,AC3Solver,10.49253,48,0.0,542.0
/home/blake/m508/custompuzzles/Custom-0010.txt,overlap,0,BacktrackingSolver,0.508865,176,0.0,50.2222222222222
/home/blake/m508/custompuzzles/Custom-0010.txt,overlap,0,ForwardCheckingSolver,0.581969,48,0.0,50.2222222222222
/home/blake/m508/custompuzzles/Custom-0010.txt,overlap,0,AC3Solver,9.419741,48,0.0,50.2222222222222
/home/blake/m508/custompuzzles/Custom-0010.txt,inv_overlap,0,BacktrackingSolver,0.484151,176,0.0,186000310.666378
/home/blake/m508/custompuzzles/Custom-0010.txt,inv_overlap,0,ForwardCheckingSolver,0.59874,48,0.0,186000310.666378
/home/blake/m508/custompuzzles/Custom-0010.txt,inv_overlap,0,AC3Solver,8.897275,48,0.0,186000310.666378
/home/blake/m508/custompuzzles/Custom-0011.txt,binary,1,BacktrackingSolver,0.507396,171,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0011.txt,binary,1,ForwardCheckingSolver,0.578144,47,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0011.txt,binary,1,AC3Solver,10.129755,47,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0011.txt,overlap,1,BacktrackingSolver,0.457974,171,0.0,44.0
/home/blake/m508/custompuzzles/Custom-0011.txt,overlap,1,ForwardCheckingSolver,0.999342,47,0.0,44.0
/home/blake/m508/custompuzzles/Custom-0011.txt,overlap,1,AC3Solver,9.796173,47,0.0,44.0
/home/blake/m508/custompuzzles/Custom-0011.txt,inv_overlap,1,BacktrackingSolver,0.441246,171,6171033.63849547,1320000254.66643
/home/blake/m508/custompuzzles/Custom-0011.txt,inv_overlap,1,ForwardCheckingSolver,0.562824,47,6171033.63849547,1320000254.66643
/home/blake/m508/custompuzzles/Custom-0011.txt,inv_overlap,1,AC3Solver,10.090577,47,6171033.63849547,1320000254.66643
/home/blake/m508/custompuzzles/Custom-0011.txt,binary,0,BacktrackingSolver,0.478351,171,0.0,526.0
/home/blake/m508/custompuzzles/Custom-0011.txt,binary,0,ForwardCheckingSolver,0.602941,47,0.0,526.0
/home/blake/m508/custompuzzles/Custom-0011.txt,binary,0,AC3Solver,10.430339,47,0.0,526.0
/home/blake/m508/custompuzzles/Custom-0011.txt,overlap,0,BacktrackingSolver,0.43605,171,0.0,44.0
/home/blake/m508/custompuzzles/Custom-0011.txt,overlap,0,ForwardCheckingSolver,0.564123,47,0.0,44.0
/home/blake/m508/custompuzzles/Custom-0011.txt,overlap,0,AC3Solver,10.196241,47,0.0,44.0
/home/blake/m508/custompuzzles/Custom-0011.txt,inv_overlap,0,BacktrackingSolver,0.454019,171,0.0,226000254.666434
/home/blake/m508/custompuzzles/Custom-0011.txt,inv_overlap,0,ForwardCheckingSolver,0.569008,47,0.0,226000254.666434
/home/blake/m508/custompuzzles/Custom-0011.txt,inv_overlap,0,AC3Solver,10.568385,47,0.0,226000254.666434
/home/blake/m508/custompuzzles/Custom-0012.txt,binary,1,BacktrackingSolver,0.460933,159,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0012.txt,binary,1,ForwardCheckingSolver,0.569361,47,8.99999999999998,1620.0
/home/blake/m508/custompuzzles/Custom-0012.txt,binary,1,AC3Solver,9.866522,47,8.99999999999998,1620.0
