id,puzzle_path,weight_mode,include_filled_edges,algorithm,solved,solve_time_ms,decision_count,fiedler_value,trace_laplacian,created_at_utc
145,/home/blake/m508/custompuzzles/Custom-0009.txt,binary,1,BacktrackingSolver,1,0.470708,163,8.999999999999975,1620.0,2026-02-16T18:02:58.919Z
146,/home/blake/m508/custompuzzles/Custom-0009.txt,binary,1,ForwardCheckingSolver,1,0.584869,46,8.999999999999975,1620.0,2026-02-16T18:02:58.920Z
147,/home/blake/m508/custompuzzles/Custom-0009.txt,binary,1,AC3Solver,1,9.466867,46,8.999999999999975,1620.0,2026-02-16T18:02:58.930Z
148,/home/blake/m508/custompuzzles/Custom-0009.txt,overlap,1,BacktrackingSolver,1,0.800386,163,0.0,47.33333333333333,2026-02-16T18:02:58.941Z
149,/home/blake/m508/custompuzzles/Custom-0009.txt,overlap,1,ForwardCheckingSolver,1,0.703312,46,0.0,47.33333333333333,2026-02-16T18:02:58.942Z
150,/home/blake/m508/custompuzzles/Custom-0009.txt,overlap,1,AC3Solver,1,8.817567,46,0.0,47.33333333333333,2026-02-16T18:02:58.951Z
151,/home/blake/m508/custompuzzles/Custom-0009.txt,inv_overlap,1,BacktrackingSolver,1,0.446998,163,6512367.728695883,1318000243.9997835,2026-02-16T18:02:58.964Z
152,/home/blake/m508/custompuzzles/Custom-0009.txt,inv_overlap,1,ForwardCheckingSolver,1,1.179119,46,6512367.728695883,1318000243.9997835,2026-02-16T18:02:58.965Z
153,/home/blake/m508/custompuzzles/Custom-0009.txt,inv_overlap,1,AC3Solver,1,8.744281,46,6512367.728695883,1318000243.9997835,2026-02-16T18:02:58.974Z
154,/home/blake/m508/custompuzzles/Custom-0009.txt,binary,0,BacktrackingSolver,1,0.493954,163,0.0,494.0,2026-02-16T18:02:58.985Z
155,/home/blake/m508/custompuzzles/Custom-0009.txt,binary,0,ForwardCheckingSolver,1,0.547196,46,0.0,494.0,2026-02-16T18:02:58.986Z
156,/home/blake/m508/custompuzzles/Custom-0009.txt,binary,0,AC3Solver,1,9.600401,46,0.0,494.0,2026-02-16T18:02:58.996Z
157,/home/blake/m508/custompuzzles/Custom-0009.txt,overlap,0,BacktrackingSolver,1,0.458759,163,0.0,47.33333333333333,2026-02-16T18:02:59.007Z
158,/home/blake/m508/custompuzzles/Custom-0009.txt,overlap,0,ForwardCheckingSolver,1,0.605097,46,0.0,47.33333333333333,2026-02-16T18:02:59.007Z
159,/home/blake/m508/custompuzzles/Custom-0009.txt,overlap,0,AC3Solver,1,9.036425,46,0.0,47.33333333333333,2026-02-16T18:02:59.017Z
160,/home/blake/m508/custompuzzles/Custom-0009.txt,inv_overlap,0,BacktrackingSolver,1,0.449956,163,0.0,192000243.9997837,2026-02-16T18:02:59.027Z
161,/home/blake/m508/custompuzzles/Custom-0009.txt,inv_overlap,0,ForwardCheckingSolver,1,0.56949,46,0.0,192000243.9997837,2026-02-16T18:02:59.028Z
162,/home/blake/m508/custompuzzles/Custom-0009.txt,inv_overlap,0,AC3Solver,1,10.013006,46,0.0,192000243.9997837,2026-02-16T18:02:59.039Z
163,/home/blake/m508/custompuzzles/Custom-0010.txt,binary,1,BacktrackingSolver,1,0.472237,176,8.999999999999975,1620.0,2026-02-16T18:02:59.049Z
164,/home/blake/m508/custompuzzles/Custom-0010.txt,binary,1,ForwardCheckingSolver,1,0.577578,48,8.999999999999975,1620.0,2026-02-16T18:02:59.050Z
