rank,prime,time_ns
94649264,1923548681,35880426
95110768,1933411631,36131605
95587469,1943610737,36166986
95822744,1948641041,35970973
96026944,1953002431,36007515
96125937,1955123461,36119481
96370159,1960349647,36152382
96513178,1963412131,36162425
96634884,1966016753,37324766
97058711,1975081351,36252345
97152128,1977083071,36348799
97316538,1980598211,40417439
97531259,1985194769,36247668
97701785,1988847209,36143954
97792872,1990799039,36785984
98393208,2003647949,40265140
98468253,2005255691,45452642
98504733,2006033977,42607515
98589590,2007849551,37325418
99002321,2016683407,37920148
99761263,2032957799,37899887
99960455,2037227399,39229179
100008845,2038264597,36593899
100104942,2040324589,36932588
100190254,2042158207,36834032
100356697,2045719217,37028644
100377089,2046157913,37275885
100422258,2047126687,38859371
100566616,2050218011,36991348
100882116,2056986157,36876621
101360477,2067252337,37125270
101438253,2068924189,37158639
101802939,2076746783,37360398
101873777,2078267333,37289476
102187185,2084989591,38315949
102322661,2087898601,38561699
103114179,2104877161,37423747
103126489,2105140771,37565031
103521300,2113611187,38040445
103665712,2116708739,37678760
104056462,2125109003,37977372
104201771,2128231459,37811300
104250502,2129281171,37727701
104323418,2130848149,37822149
104847096,2142107683,37855526
104888705,2143003327,37901078
104893906,2143113743,37803976
104940857,2144120581,37880623
104957197,2144472053,37852007
105229569,2150318539,37930015
105282216,2151452021,37931974
105340687,2152704937,38083276
105342170,2152737179,37906455
105372244,2153387063,37980315
105516642,2156488129,37984669
105896269,2164648349,38019762
105972316,2166283237,38042098
106026386,2167445927,37843418
106177986,2170703419,37895667
106198268,2171137061,40531358
106236975,2171971393,39600913
106487707,2177359721,38376914
107041351,2189271289,39016821
107103525,2190610693,38146610
107750045,2204525243,38472567
107796979,2205534811,38835147
108069837,2211404401,38527372
108121969,2212525207,38447311
108197303,2214145949,38740469
108252652,2215341449,38515599
108281543,2215965391,38304183
108414810,2218830151,38610061
108475929,2220140281,38442348
108793263,2226973247,38728156
108858093,2228369873,38850090
108909753,2229478099,38692233
108920090,2229700379,38670127
108939820,2230125509,39586954
108963196,2230630271,39383644
109361814,2239211869,42631044
109564299,2243572673,42676892
109735240,2247248713,38833836
109867770,2250102559,39001048
109882009,2250409639,39396703
109946337,2251789369,38831646
109991298,2252757677,38723685
110173617,2256686651,39334066
110326184,2259976561,38847997
110948109,2273350787,38949737
111168210,2278086101,39123819
111222979,2279269589,39047745
111433945,2283825127,39198279
111841246,2292595693,39793704
111910029,2294077453,39396441
112101128,2298196399,39212665
112128669,2298787987,39249484
112231063,2300993743,39278520
112249974,2301403607,40138648
112428473,2305253479,40343470
112433688,2305366813,39281180
112759863,2312398279,39607157
112913297,2315701979,39770904
112980847,2317156537,39734461
113136549,2320524781,39376111
113983914,2338803739,39719191
114024150,2339669989,39667282
114032131,2339844037,39539693
114144930,2342280469,39509975
114257256,2344705787,39626813
114421137,2348243701,39831676
114648978,2353157267,39635627
114743238,2355195389,39627259
114874668,2358030617,39560004
114921893,2359049989,39959958
115171654,2364447731,40229446
115549070,2372589671,40089178
115710700,2376078629,43635016
115766106,2377272791,40078252
115818529,2378404943,40156432
116172015,2386036703,39941557
116252769,2387779739,40070394
116466048,2392387423,40039886
117087634,2405820611,40228642
117231928,2408937761,42299866
117364493,2411801659,41772456
117493047,2414581249,40389320
117530452,2415391379,40330320
117844036,2422167353,40574207
117890373,2423166749,40495505
118004092,2425619671,40280906
118009202,2425729729,40327082
118463425,2435548961,40432069
118524903,2436878123,40755307
118564688,2437736837,40627628
118853081,2443969651,40514778
118903408,2445055513,40448341
118964455,2446372373,40471943
119385264,2455475221,40995482
119552578,2459092277,40642661
119562562,2459308363,40529868
119866602,2465892217,41825740
119953724,2467775209,40711576
120068238,2470250303,41030089
120082117,2470549097,40895747
120486862,2479294469,40896859
120606579,2481881419,40903100
120780371,2485640609,41509090
120973217,2489822143,41072986
121021965,2490877643,41023568
121181275,2494325489,41551992
121385523,2498748191,41151698
121941671,2510782279,41237893
122004203,2512137403,41870750
122098324,2514169079,41211738
122295207,2518427411,41197526
122300818,2518548853,41672551
122373509,2520125371,41118510
122422804,2521190869,41188037
122456465,2521919261,41190497
122911194,2531762173,41303848
123266921,2539458331,41493138
123435265,2543101739,42408036
123755880,2550044171,42351991
123829684,2551644923,41558654
124303264,2561897743,42031687
124320329,2562266141,41544843
124475883,2565635977,41568096
125134913,2579906761,41805395
125674205,2591591291,42164347
125739755,2593010569,41739111
125902348,2596537501,41879385
126011983,2598913717,41884040
126123431,2601330911,41837637
126188072,2602732211,42408917
126500120,2609506271,41822670
127044334,2621303059,41900939
127244518,2625646867,42793803
127375056,2628478507,42157112
127596438,2633281219,42180472
127622145,2633835881,43081361
127826932,2638284017,42856948
127867492,2639167387,42926164
