rank,prime,time_ns
130255033,2690986267,648161
131245237,2712485639,707134
131390266,2715637139,713728
131638007,2721020417,742161
131899693,2726707771,649170
131910432,2726941853,686440
132077968,2730593233,708530
132082685,2730696317,716248
132266787,2734692047,647384
132400174,2737596077,698940
132514454,2740076623,651654
132555899,2740973351,778483
132680452,2743684313,721265
132684431,2743772023,726580
133225553,2755541057,679201
133675486,2765325677,689233
134306462,2779035239,733379
134331077,2779572283,704945
134832129,2790468209,726009
135575465,2806629461,708237
135840726,2812409947,726605
136035711,2816649149,786080
136093065,2817896953,776513
136236848,2821021253,677385
136333334,2823115877,646971
136556943,2827984541,735892
136704402,2831193077,691006
136946743,2836472591,655570
137283553,2843807357,689553
137580415,2850266803,743127
137813762,2855343493,665691
138034563,2860151029,730889
138199192,2863730479,703081
138351589,2867049931,741983
138633965,2873198719,685853
138793166,2876666057,710271
139083670,2882995679,744734
139552817,2893219601,700718
140085448,2904819821,648506
140095167,2905033013,707164
140477305,2913362149,683749
140986721,2924469143,767422
141022255,2925240359,698143
141387536,2933198839,765436
141478010,2935170451,730238
141518278,2936051537,700926
141683603,2939656939,766541
141777047,2941686161,722384
141852848,2943341431,805092
142082406,2948347601,764516
142521251,2957927113,706038
142629390,2960284661,734706
142903476,2966256547,728451
143021018,2968819817,681129
143208060,2972907269,705941
143444072,2978054551,653332
143453612,2978261809,669310
143671077,2983003873,730390
143728930,2984264861,674020
143735557,2984410189,720152
143766339,2985084551,716366
144395716,2998822273,767020
144443332,2999865793,733844
144491884,3000923797,754348
144624932,3003830161,711485
145712783,3027584953,721064
145777173,3028987933,669659
145828190,3030104773,737534
145852916,3030647093,648607
146007493,3034014337,740732
146583838,3046592579,683727
146637448,3047763541,725592
146830178,3051974069,776398
147070731,3057224227,685929
147259873,3061361087,748750
147384289,3064071331,650675
147396114,3064332577,682196
147460947,3065745359,781768
147978876,3077050429,689507
147987530,3077240233,768603
148151432,3080822083,710428
148444649,3087227267,646150
148563082,3089819591,718503
148946103,3098196403,724316
149130187,3102227771,763409
149139652,3102435433,721575
149219680,3104184493,691279
150041156,3122139257,663007
150213942,3125909477,731948
150247015,3126633833,723034
150829441,3139376263,717183
151175089,3146935747,728738
151918234,3163182227,717764
152146048,3168161693,782943
152827770,3183083681,709699
152846731,3183499877,691991
153233924,3191965759,693967
153433260,3196332691,685246
153730723,3202840379,803591
154446590,3218506651,755512
154642742,3222809533,676479
154790080,3226034321,640986
154808718,3226441241,688127
154928839,3229070969,740427
155096656,3232749389,724149
155493075,3241432451,666532
155508214,3241766987,663238
155734585,3246721141,641726
156163513,3256106141,688590
156179266,3256452113,645472
156399994,3261286489,648719
156407554,3261452323,655651
156883155,3271886587,683452
157004663,3274554287,760444
157035823,3275235983,662887
157205504,3278949911,695974
157230662,3279499627,716040
157231893,3279525869,772222
157342432,3281948741,678393
157475324,3284860031,767078
157608987,3287788363,756904
157677373,3289288693,729131
157855115,3293181893,700506
158512724,3307595129,723224
158556029,3308544959,727285
158584924,3309180001,689848
158706382,3311846761,719833
158906390,3316229537,706474
158911113,3316332673,725754
159119140,3320889133,743897
159147703,3321513523,707418
159210159,3322879129,705854
159273972,3324277717,708280
159384980,3326712589,706398
159504456,3329330999,725092
159543381,3330186701,768265
159575555,3330890531,691916
159735895,3334404851,795547
159868586,3337314683,737209
159959466,3339307837,728749
160039622,3341068483,664871
160347850,3347833729,743719
160401613,3349011739,752803
160581776,3352962383,722474
160820752,3358210859,679072
161125575,3364898227,658433
161604304,3375401819,680419
161673263,3376910699,698789
161818107,3380091601,705028
161921341,3382364147,740121
162125254,3386834491,781998
162140012,3387156737,758282
162144091,3387246689,734959
162622032,3397732907,682895
162969211,3405353023,723425
162994555,3405910171,635404
163212330,3410691679,721419
163515585,3417345611,694564
163540762,3417900307,687925
164021945,3428453741,731693
164110404,3430395253,755026
164425978,3437334191,719749
164615988,3441506221,717311
164713434,3443641007,706855
164996429,3449853289,689280
165248118,3455380967,783330
165413500,3459013807,720717
165443501,3459674969,743083
165902635,3469748717,726219
165986264,3471591463,699741
166063753,3473295263,722438
166197089,3476222011,722792
166202834,3476349113,722537
166867497,3490950637,738950
166915699,3492008591,684664
167430538,3503322881,748674
167440161,3503534611,695119
167692232,3509067311,687025
167798146,3511393519,760511
167980772,3515403911,701577
168582468,3528628687,716209
168688544,3530966507,727592
168964372,3537021959,686511
169012036,3538068617,697617
169110928,3540245923,714556
169221766,3542684527,709728
169249342,3543291541,710128
169393426,3546461071,725036
169441153,3547512103,750966
169545445,3549799633,719332
169749866,3554294209,762073
169875196,3557048039,695982
169899013,3557572769,664472
170025797,3560358673,723638
170136175,3562791293,760614
170174113,3563628647,679639
170462853,3569970839,719812
170555336,3572003509,722911
171001325,3581820013,776348
171159133,3585292391,725954
171240877,3587093309,769721
171291985,3588215549,812109
171379264,3590137927,723811
171550998,3593923381,741056
171573991,3594429299,744003
171844175,3600374213,709401
171853903,3600591739,755479
172062066,3605168221,699834
172325146,3610961369,774722
172378562,3612135617,717412
172379407,3612154153,702641
172625074,3617565449,764672
172993583,3625668359,698903
173022970,3626315897,659579
173043514,3626770117,689126
173062902,3627194083,693479
173447434,3635652677,688020
173507018,3636968189,775052
174223490,3652727747,728122
174339163,3655275643,754852
175007684,3669999679,758515
175065426,3671267927,732252
175554262,3682028873,762243
175936396,3690457853,832076
175997391,3691799737,687138
176024300,3692392631,708778
176053339,3693031847,729816
176376921,3700164197,684318
176464314,3702088547,706541
177061436,3715247413,743157
177356983,3721747699,769365
178162452,3739491029,739303
178399974,3744724981,802468
178844863,3754537817,762982
179735109,3774164837,735075
179915671,3778147489,703721
179963294,3779195773,738492
180463352,3790230107,719765
181057086,3803321069,723259
181312166,3808950433,756104
181336918,3809497469,702946
181421913,3811374121,706034
181757857,3818776651,727417
181996626,3824046349,715895
182507833,3835328227,737970
182864296,3843197741,696541
183283829,3852468461,677230
183316577,3853193401,715461
183944503,3867051827,739652
184039858,3869152477,743901
185489966,3901179781,696187
185544324,3902378231,728178
185691599,3905621653,715850
185849518,3909107897,631115
185967558,3911719067,672587
185982060,3912038131,767479
186152623,3915814333,754790
186334241,3919831919,766052
186437818,3922122427,751538
186882958,3931958207,796451
186942540,3933272351,737206
187069383,3936078451,745506
187720211,3950446733,717082
187985120,3956299889,706904
188084088,3958487549,801860
188115508,3959181623,771269
188289176,3963017293,738757
188598290,3969851293,778814
188748276,3973169947,719430
188834549,3975073283,725495
188867231,3975798341,772507
189279702,3984917549,681582
189686758,3993927451,760892
190067117,4002329491,745190
190419201,4010116013,721322
190773345,4017957071,786847
191315249,4029941777,636310
191360647,4030944917,690588
191594431,4036115351,721721
191888321,4042616503,768232
191998459,4045059731,716821
192022126,4045584703,732017
192276522,4051208587,687501
192395748,4053842687,754289
192540293,4057039061,706418
192707498,4060738379,720337
193318921,4074277651,698258
193347974,4074917299,725947
193764310,4084136879,811376
193781588,4084516759,760790
193793181,4084772173,757571
194027808,4089967331,757072
194065688,4090801997,747050
194421718,4098684743,745398
194733271,4105584173,751283
194911036,4109516083,739398
195211990,4116173713,789202
195258027,4117191913,763486
195295581,4118025397,737645
195531104,4123233769,747835
195848748,4130258719,807568
196267356,4139530081,765809
196416910,4142845799,805643
196470053,4144023497,693933
196495914,4144593989,730805
196986024,4155446611,752743
197211363,4160439749,783684
197369481,4163951507,711933
197407503,4164792691,754328
197496142,4166758643,734552
197558418,4168139119,710322
197682663,4170891929,709471
197806183,4173630583,722848
198021969,4178414609,696587
198555513,4190235017,721507
198707758,4193614333,815557
199087085,4202009951,776538
199142440,4203235721,699696
199228192,4205127523,729535
199826991,4218401839,787651
199989023,4221993071,730309
200243977,4227646799,780406
200412309,4231374509,766624
200488688,4233069923,730471
200544869,4234314739,727150
200584115,4235182727,738827
200590236,4235319917,754376
200600641,4235549531,767858
200806920,4240126721,781088
200815600,4240320373,770510
200941270,4243104373,739338
200951065,4243321531,802063
201399553,4253261633,757519
201638104,4258554059,729307
201640887,4258616393,724815
201861913,4263521741,724604
202229117,4271663947,749626
202356229,4274480593,780214
202547581,4278713347,750656
202573099,4279278953,720824
202688979,4281847781,803752
202701275,4282118329,784408
202763455,4283499349,702438
202939597,4287402547,721112
202973267,4288153319,734000
203128021,4291587023,794361
